family	uniprot_acc	merops	refseq_protein	gene	organism	length	protein_existence
S10	A0A8G1RIR9		XP_040798100.1		Aspergillus fijiensis CBS 313.89	826	Inferred from homology
S10	A0A8H3F9H6			KEX1	Alectoria fallacina	627	Inferred from homology
S10	A0A8H3VDW9			KEX1	Venturia inaequalis (Apple scab fungus)	640	Inferred from homology
S10	A0A8H5C1G7				Ephemerocybe angulata	633	Inferred from homology
S10	A0A8H7EBX4		XP_038782681.1		Alternaria burnsii	643	Inferred from homology
S10	A0A8H8QXK5		XP_031003149.1	kex1	Lachnellula hyalina	649	Inferred from homology
S10	A0A8K0RGT1				Paraphoma chrysanthemicola	1215	Inferred from homology
S10	A0A8K0XNE2				Cristinia sonorae	618	Inferred from homology
S10	A0A8T1W5P4			KEX1_2	Phytophthora pseudosyringae	1027	Inferred from homology
S10	A0A8T9BDX5			kex1	Lachnellula arida	650	Inferred from homology
S10	A0A922L8G9			DDX54_1	Dermatophagoides farinae (American house dust mite)	1058	Inferred from homology
S10	A0A9N9HM41				Cetraspora pellucida	558	Inferred from homology
S10	A0A9P5BXF2				Didymella heteroderae	963	Inferred from homology
S10	A0A9P6XBB3				Rhizopus oryzae (Mucormycosis agent) (Rhizopus arrhizus var. delemar)	633	Inferred from homology
S10	A0A9P7GHM5			KEX1	Asterophora parasitica	620	Inferred from homology
S10	A0A9P7NCR0				Claviceps pusilla	1184	Inferred from homology
S10	A0A9P7QNN5			KEX1	Claviceps aff. purpurea	628	Inferred from homology
S10	A0A9P8H960				Trichoderma semiorbis	632	Inferred from homology
S10	A0A9Q5HX30				Sanghuangporus baumii (Phellinus baumii)	1501	Inferred from homology
S10	A0A9W4K7V9				Penicillium egyptiacum	623	Inferred from homology
S10	A0A9W4SXG0				Funneliformis geosporum	531	Inferred from homology
S10	A0A9W7XQD5			KEX1	Coemansia asiatica	1141	Inferred from homology
S10	A0A9W8MNL5				Candolleomyces eurysporus	1020	Inferred from homology
S10	A0A9W8RC54			KEX1	Fusarium falciforme	613	Inferred from homology
S10	A0A9W8Y2N5			KEX1	Neocucurbitaria cava	638	Inferred from homology
S10	A0A9W9B4I9		XP_056025086.1		Trichoderma breve	632	Inferred from homology
S10	A0A9W9D1I0			KEX1	Gnomoniopsis smithogilvyi	623	Inferred from homology
S10	A0A9W9GX86				Penicillium atrosanguineum	620	Inferred from homology
S10	A0A9W9HYG5		XP_056542171.1		Penicillium canariense	634	Inferred from homology
S10	A0A9W9KNL7		XP_056479900.1		Penicillium argentinense	625	Inferred from homology
S10	A0A9W9RGW9		XP_056575387.1		Penicillium concentricum	617	Inferred from homology
S10	A0A9W9S0F1		XP_056480858.1		Penicillium cosmopolitanum	638	Inferred from homology
S10	A0A9W9WG62				Penicillium desertorum	623	Inferred from homology
S10	A0AA36D5N2				Mesorhabditis spiculigera	1079	Inferred from homology
S10	A0AAD4MBZ0				Multifurca ochricompacta	578	Inferred from homology
S10	A0AAD5M879				Pythium insidiosum (Pythiosis disease agent)	751	Inferred from homology
S10	A0AAD6BS44		XP_056759763.1		Penicillium daleae	614	Inferred from homology
S10	A0AAD6LZ26				Populus alba x Populus x berolinensis	1139	Inferred from homology
S10	A0AAE0WIE9		XP_064691060.1	KEX1	Recurvomyces mirabilis	638	Inferred from homology
S10	A0AAE1IFJ6		XP_062754929.1		Trichoderma aggressivum f. europaeum	633	Inferred from homology
S10	A0AAE1QUS9				Anisodus tanguticus	357	Inferred from homology
S10	A0AAE8SZ74				Cephalotrichum gorgonifer	616	Inferred from homology
S10	A0AAF0DBX3			KEX1	Emydomyces testavorans	643	Inferred from homology
S10	A0AAF0EG78			OLE1	Malassezia equina	1266	Inferred from homology
S10	A0AAF5CYJ3				Strongyloides stercoralis (Threadworm)	1850	Inferred from homology
S10	A0AAF5D381				Strongyloides stercoralis (Threadworm)	1280	Inferred from homology
S10	A0AAI8V8M9				Anthostomella pinea	631	Inferred from homology
S10	A0AAI9X5W7			vma2	Penicillium thymicola	1254	Inferred from homology
S10	A0AAV2YPW7				Lagenidium giganteum	1561	Inferred from homology
S10	A0ABP0CKV9			KEX1	Sporothrix bragantina	647	Inferred from homology
S10	F9XPI9	S10.007;	XP_003848214.1		Zymoseptoria tritici (strain CBS 115943 / IPO323) (Speckled leaf blotch fungus) (Septoria tritici)	636	Inferred from homology
S10	G2Q8C7	S10.007;	XP_003662275.1		Thermothelomyces thermophilus (strain ATCC 42464 / BCRC 31852 / DSM 1799) (Sporotrichum thermophile)	639	Inferred from homology
S10	J3K9T0	S10.007;	XP_001243285.1		Coccidioides immitis (strain RS) (Valley fever fungus)	641	Inferred from homology
S10	K5VB07	S10.007;	XP_007392608.1		Phanerochaete carnosa (strain HHB-10118-sp) (White-rot fungus) (Peniophora carnosa)	618	Inferred from homology
S10	L8WNN6				Thanatephorus cucumeris (strain AG1-IA) (Rice sheath blight fungus) (Rhizoctonia solani)	628	Inferred from homology
S10	M3HJ24	S10.007;			Candida maltosa (strain Xu316) (Yeast)	699	Inferred from homology
S10	Q6FIK7	S10.001;			Candida glabrata (strain ATCC 2001 / BCRC 20586 / JCM 3761 / NBRC 0622 / NRRL Y-65 / CBS 138) (Yeast) (Nakaseomyces glabratus)	508	Inferred from homology
S10	W4KE49	S10.007;	XP_009543801.1		Heterobasidion irregulare (strain TC 32-1)	607	Inferred from homology
S10	W9SEZ0				Morus notabilis	1483	Inferred from homology
S10	A0A017S8T3		XP_040636238.1		Aspergillus ruber (strain CBS 135680)	610	Inferred from homology
S10	A0A084AUJ6				Stachybotrys chartarum (strain CBS 109288 / IBT 7711) (Toxic black mold) (Stilbospora chartarum)	609	Inferred from homology
S10	A0A0C2IW96		XP_040617272.1		Sporothrix brasiliensis 5110	666	Inferred from homology
S10	A0A0D2C5R6		XP_013320845.1		Exophiala xenobiotica	625	Inferred from homology
S10	A0A0H1BCK7				Blastomyces silverae	638	Inferred from homology
S10	A0A0K0DWL4				Strongyloides stercoralis (Threadworm)	785	Inferred from homology
S10	A0A0K6G1J7				Rhizoctonia solani	1810	Inferred from homology
S10	A0A0V1Q512		XP_015469580.1		Debaryomyces fabryi	689	Inferred from homology
S10	A0A0W4ZNC7		XP_018226850.1		Pneumocystis carinii (strain B80) (Rat pneumocystis pneumonia agent) (Pneumocystis carinii f. sp. carinii)	593	Inferred from homology
S10	A0A165S7H7				Daedalea quercina L-15889	617	Inferred from homology
S10	A0A1C7N603			KEX1_1	Choanephora cucurbitarum	649	Inferred from homology
S10	A0A1F5L3R2		XP_022483312.1		Penicillium arizonense	612	Inferred from homology
S10	A0A1L9TV12		XP_040707072.1		Aspergillus sydowii CBS 593.65	636	Inferred from homology
S10	A0A1R0GZP5				Smittium mucronatum	1039	Inferred from homology
S10	A0A1T3CGP1				Trichoderma guizhouense	632	Inferred from homology
S10	A0A1U7LIW6				Neolecta irregularis (strain DAH-3)	957	Inferred from homology
S10	A0A1V6NRU7				Penicillium decumbens	620	Inferred from homology
S10	A0A1V6SPD8				Penicillium steckii	615	Inferred from homology
S10	A0A1V6Y9F8				Penicillium nalgiovense	623	Inferred from homology
S10	A0A1X2HVK7				Syncephalastrum racemosum (Filamentous fungus)	671	Inferred from homology
S10	A0A2H3JM80				Wolfiporia cocos (strain MD-104) (Brown rot fungus)	619	Inferred from homology
S10	A0A2I1FXU5				Rhizophagus irregularis	604	Inferred from homology
S10	A0A2T4A747		XP_024772571.1		Trichoderma harzianum CBS 226.95	632	Inferred from homology
S10	A0A2T9YTZ6				Smittium simulii	753	Inferred from homology
S10	A0A2T9Z1C3				Furculomyces boomerangus	834	Inferred from homology
S10	A0A2T9ZKE0				Smittium megazygosporum	694	Inferred from homology
S10	A0A2U9BF79				Scophthalmus maximus (Turbot) (Psetta maxima)	739	Inferred from homology
S10	A0A319C0W6		XP_025489866.1		Aspergillus uvarum CBS 121591	815	Inferred from homology
S10	A0A367L2C5				Ophiocordyceps polyrhachis-furcata BCC 54312	635	Inferred from homology
S10	A0A369JEP3			KEX1_1	Hypsizygus marmoreus (White beech mushroom) (Agaricus marmoreus)	614	Inferred from homology
S10	A0A397HW22		XP_026618121.1	KEX1	Aspergillus thermomutatus (Neosartorya pseudofischeri)	632	Inferred from homology
S10	A0A3R7GFV6			KEX1	Aspergillus turcosus	632	Inferred from homology
S10	A0A409VAP7				Panaeolus cyanescens	1313	Inferred from homology
S10	A0A409WLV5				Psilocybe cyanescens	614	Inferred from homology
S10	A0A437AD43		XP_067494749.1		Arthrobotrys flagrans (Nematode-trapping fungus) (Trichothecium flagrans)	615	Inferred from homology
S10	A0A4Q2DEP4				Candolleomyces aberdarensis	1078	Inferred from homology
S10	A0A4S4LK09				Phellinidium pouzarii	761	Inferred from homology
S10	A0A4V3WKQ4				Camellia sinensis var. sinensis (China tea)	452	Inferred from homology
S10	A0A4Y7TQD0				Coprinellus micaceus (Glistening ink-cap mushroom) (Coprinus micaceus)	633	Inferred from homology
S10	A0A4Y9YWQ3				Dentipellis fragilis	1427	Inferred from homology
S10	A0A540NMQ6				Malus baccata (Siberian crab apple) (Pyrus baccata)	1112	Inferred from homology
S10	A0A5B0PHU5			KEX1_1	Puccinia graminis f. sp. tritici	657	Inferred from homology
S10	A0A5C3KQ84				Coprinopsis marcescibilis (Agaric fungus) (Psathyrella marcescibilis)	608	Inferred from homology
S10	A0A5C6N4Y0				Takifugu flavidus (sansaifugu)	1439	Inferred from homology
S10	A0A5N6LBS3				Mikania micrantha (bitter vine)	1088	Inferred from homology
S10	A0A6A5KNJ1				Decorospora gaudefroyi	1201	Inferred from homology
S10	A0A6A6TG71				Lophiostoma macrostomum CBS 122681	687	Inferred from homology
S10	A0A6A6TQ57				Lophiostoma macrostomum CBS 122681	1261	Inferred from homology
S10	A0A7C8MRF3				Xylaria multiplex	619	Inferred from homology
S10	A0A7H9AYC9		XP_037142931.1		Zygotorulaspora mrakii (Zygosaccharomyces mrakii)	667	Inferred from homology
S10	A0A7J6J7T9		XP_031880188.1	KEX1-1	Colletotrichum fructicola (strain Nara gc5) (Anthracnose fungus) (Colletotrichum gloeosporioides (strain Nara gc5))	621	Inferred from homology
S10	A0A8H4VRE8				Agrocybe pediades	616	Inferred from homology
S10	A0A8H6IAT7				Ephemerocybe angulata	633	Inferred from homology
S10	A0A8H7SEB0				Circinella minor	664	Inferred from homology
S10	A0A8H8RRW0			kex1	Lachnellula subtilissima	649	Inferred from homology
S10	A0A8J8VZG7				Penicillium ucsense	624	Inferred from homology
S10	A0A8X8W4Z9				Salvia splendens (Scarlet sage)	1047	Inferred from homology
S10	A0A9N9HGE9				Cetraspora pellucida	570	Inferred from homology
S10	A0A9P1M8H9				Parascedosporium putredinis	587	Inferred from homology
S10	A0A9P4IVS4				Myriangium duriaei CBS 260.36	623	Inferred from homology
S10	A0A9P5L0M8				Penicillium crustosum (Blue mold fungus)	614	Inferred from homology
S10	A0A9P5N2G6				Russula ochroleuca	608	Inferred from homology
S10	A0A9P5PCZ0				Rhodocollybia butyracea	613	Inferred from homology
S10	A0A9P7Q9B4			KEX1	Claviceps humidiphila	628	Inferred from homology
S10	A0A9P7SS43			KEX1	Claviceps arundinis	628	Inferred from homology
S10	A0A9P8ADC6		XP_043013924.1		Marasmius oreades (fairy-ring Marasmius)	598	Inferred from homology
S10	A0A9P8I5H2			KEX1	Glutinoglossum americanum	657	Inferred from homology
S10	A0A9P9DVC4				Dendryphion nanum	1222	Inferred from homology
S10	A0A9Q0U5N2				Salix koriyanagi	1107	Inferred from homology
S10	A0A9W4MSR2				Penicillium olsonii	602	Inferred from homology
S10	A0A9W4NS95				Penicillium salamii	601	Inferred from homology
S10	A0A9W7Y3K7			ALA1	Coemansia erecta	1271	Inferred from homology
S10	A0A9W9NV29		XP_056499044.1		Penicillium citrinum	618	Inferred from homology
S10	A0A9W9XEK8		XP_056791636.1		Penicillium diatomitis	623	Inferred from homology
S10	A0AA36CFL8				Mesorhabditis spiculigera	1006	Inferred from homology
S10	A0AA39CLU2			KEX1	Cladophialophora chaetospira	604	Inferred from homology
S10	A0AA43TWT7			KEX1	Ramalina farinacea	636	Inferred from homology
S10	A0AAD4I092			KEX1	Staphylotrichum longicolle	641	Inferred from homology
S10	A0AAD5EDX1		XP_051446937.1		Umbelopsis ramanniana AG	510	Inferred from homology
S10	A0AAD5LIE1				Pythium insidiosum (Pythiosis disease agent)	933	Inferred from homology
S10	A0AAD6DNJ0		XP_056748510.1		Penicillium hordei	624	Inferred from homology
S10	A0AAD6GN82				Penicillium hetheringtonii	604	Inferred from homology
S10	A0AAD6HX25				Penicillium malachiteum	629	Inferred from homology
S10	A0AAF0F269			KEX1	Malassezia psittaci	608	Inferred from homology
S10	A0AAN7DIL3		XP_064683985.1	BMT2	Mucor velutinosus	668	Inferred from homology
S10	A0AAN8IQ54			KEX1	Knufia fluminis	621	Inferred from homology
S10	A0AAV1R3I6				Dovyalis caffra	751	Inferred from homology
S10	A0AAV6HIU5				Rhododendron griersonianum	1064	Inferred from homology
S10	A0AAV6HM63				Rhododendron griersonianum	1043	Inferred from homology
S10	A0AAV7FQZ0				Dendrobium chrysotoxum (Orchid)	516	Inferred from homology
S10	A0AAV9N4W6		XP_064704325.1	KEX1	Exophiala bonariae	618	Inferred from homology
S10	A0AAV9U254			KEX1	Orbilia blumenaviensis	615	Inferred from homology
S10	A0AAV9VZ78			KEX1	Arthrobotrys musiformis	615	Inferred from homology
S10	A0AAX6MF98			KEX1	Daldinia eschscholtzii	644	Inferred from homology
S10	E3RCS0				Pyrenophora teres f. teres (strain 0-1) (Barley net blotch fungus) (Drechslera teres f. teres)	1191	Inferred from homology
S10	F2SP54	S10.007;	XP_003235660.1		Trichophyton rubrum (strain ATCC MYA-4607 / CBS 118892) (Athlete's foot fungus)	627	Inferred from homology
S10	F4RKG1	S10.007;	XP_007409629.1		Melampsora larici-populina (strain 98AG31 / pathotype 3-4-7) (Poplar leaf rust fungus)	664	Inferred from homology
S10	G0SEC5	S10.007;	XP_006696633.1		Chaetomium thermophilum (strain DSM 1495 / CBS 144.50 / IMI 039719) (Thermochaetoides thermophila)	650	Inferred from homology
S10	G3B062	S10.007;			Candida tenuis (strain ATCC 10573 / BCRC 21748 / CBS 615 / JCM 9827 / NBRC 10315 / NRRL Y-1498 / VKM Y-70) (Yeast) (Yamadazyma tenuis)	669	Inferred from homology
S10	G9MDI5	S10.007;	XP_013961359.1		Hypocrea virens (strain Gv29-8 / FGSC 10586) (Gliocladium virens) (Trichoderma virens)	632	Inferred from homology
S10	H6BL20	S10.007;	XP_009153229.1		Exophiala dermatitidis (strain ATCC 34100 / CBS 525.76 / NIH/UT8656) (Black yeast) (Wangiella dermatitidis)	611	Inferred from homology
S10	J4GNP4	S10.007;	XP_012181028.1		Fibroporia radiculosa	632	Inferred from homology
S10	K5X9S5	S10.007;	XP_007329271.1		Agaricus bisporus var. burnettii (strain JB137-S8 / ATCC MYA-4627 / FGSC 10392) (White button mushroom)	602	Inferred from homology
S10	S7ZNF7				Penicillium oxalicum (strain 114-2 / CGMCC 5302) (Penicillium decumbens)	615	Inferred from homology
S10	U7PLW7				Sporothrix schenckii (strain ATCC 58251 / de Perez 2211183) (Rose-picker's disease fungus)	667	Inferred from homology
S10	W6Q153			kex1	Penicillium roqueforti (strain FM164)	623	Inferred from homology
S10	W9XMP2		XP_007728043.1		Capronia coronata CBS 617.96	611	Inferred from homology
S10	A0A067SYU8				Galerina marginata (strain CBS 339.88)	1284	Inferred from homology
S10	A0A067TLR2	S10.007;			Galerina marginata (strain CBS 339.88)	617	Inferred from homology
S10	A0A0A2J8Y9		XP_016597728.1		Penicillium expansum (Blue mold rot fungus)	620	Inferred from homology
S10	A0A0C4EE71				Magnaporthiopsis poae (strain ATCC 64411 / 73-15) (Kentucky bluegrass fungus) (Magnaporthe poae)	638	Inferred from homology
S10	A0A0D2A0D9		XP_016254117.1		Cladophialophora immunda	611	Inferred from homology
S10	A0A0K6GDL1			QRI8	Rhizoctonia solani	1208	Inferred from homology
S10	A0A0M8MLU2		XP_017990349.1		Malassezia pachydermatis	596	Inferred from homology
S10	A0A0N0NN78		XP_018001022.1		Cyphellophora attinorum	767	Inferred from homology
S10	A0A0P1AWM3		XP_024582033.1		Plasmopara halstedii (Downy mildew of sunflower)	774	Inferred from homology
S10	A0A177FDX7		XP_022514436.1		Fonsecaea monophora	1450	Inferred from homology
S10	A0A197KAK8				Linnemannia elongata AG-77	585	Inferred from homology
S10	A0A1J9PYE3				Blastomyces percursus	638	Inferred from homology
S10	A0A1L9PQ57		XP_040669436.1		Aspergillus versicolor CBS 583.65	545	Inferred from homology
S10	A0A1R0GYR2				Smittium mucronatum	1039	Inferred from homology
S10	A0A1S7UMC0				Rosellinia necatrix (White root-rot fungus)	628	Inferred from homology
S10	A0A1V6R4U5				Penicillium solitum	607	Inferred from homology
S10	A0A1V6SJW6				Penicillium flavigenum	623	Inferred from homology
S10	A0A1V6YX40				Penicillium nalgiovense	696	Inferred from homology
S10	A0A1W0A813				Thraustotheca clavata	938	Inferred from homology
S10	A0A1Y1ZKT5				Clohesyomyces aquaticus	1237	Inferred from homology
S10	A0A225AL11		XP_020122382.1		Talaromyces atroroseus	1311	Inferred from homology
S10	A0A2A9NPF1				Amanita thiersii Skay4041	663	Inferred from homology
S10	A0A2C5Z932				Ophiocordyceps camponoti-rufipedis	1506	Inferred from homology
S10	A0A2G5HKB4		XP_023452128.1	KEX1	Cercospora beticola (Sugarbeet leaf spot fungus)	626	Inferred from homology
S10	A0A2G8SUK8				Ganoderma sinense ZZ0214-1	613	Inferred from homology
S10	A0A2P7YXH1		XP_024715364.1		Candidozyma pseudohaemuli	649	Inferred from homology
S10	A0A2T4BFQ3		XP_024751398.1		Trichoderma citrinoviride	630	Inferred from homology
S10	A0A2T7PAY9				Pomacea canaliculata (Golden apple snail)	993	Inferred from homology
S10	A0A2T9Z0Q5				Smittium simulii	814	Inferred from homology
S10	A0A2T9ZEC3				Smittium megazygosporum	651	Inferred from homology
S10	A0A2T9ZEX2				Smittium megazygosporum	755	Inferred from homology
S10	A0A367LJ48				Ophiocordyceps polyrhachis-furcata BCC 54312	1423	Inferred from homology
S10	A0A3G2S9V6			KEX1	Malassezia restricta (strain ATCC 96810 / NBRC 103918 / CBS 7877) (Seborrheic dermatitis infection agent)	551	Inferred from homology
S10	A0A3M7LVK9				Pyrenophora seminiperda CCB06	1245	Inferred from homology
S10	A0A3R7JQG5				Phytophthora kernoviae	929	Inferred from homology
S10	A0A420XZT7				Coniochaeta pulveracea	672	Inferred from homology
S10	A0A4P1RPH2				Lupinus angustifolius (Narrow-leaved blue lupine)	514	Inferred from homology
S10	A0A4Q2E1C9				Candolleomyces aberdarensis	651	Inferred from homology
S10	A0A4R0RSK8			KEX1	Steccherinum ochraceum	649	Inferred from homology
S10	A0A4S3JRU7		XP_033431600.1	KEX1	Aspergillus tanneri	610	Inferred from homology
S10	A0A4S4LZN8				Bondarzewia mesenterica	868	Inferred from homology
S10	A0A559MDQ5			kex1	Lachnellula willkommii	650	Inferred from homology
S10	A0A5B0SCD0			KEX1_2	Puccinia graminis f. sp. tritici	658	Inferred from homology
S10	A0A5N5X2M0				Aspergillus leporis	821	Inferred from homology
S10	A0A5N6UKG9				Aspergillus tamarii	815	Inferred from homology
S10	A0A6J3LZU0		XP_033457188.1		Dissoconium aciculare CBS 342.82	634	Inferred from homology
S10	A0A6P5HH33		XP_020113743.1	LOC109727928	Ananas comosus (Pineapple) (Ananas ananas)	667	Inferred from homology
S10	A0A7D5UZI4		XP_014545516.1	KEX1_1	Metarhizium brunneum	616	Inferred from homology
S10	A0A7J7HVY7				Camellia sinensis (Tea plant) (Thea sinensis)	484	Inferred from homology
S10	A0A7M7Q0L0		XP_031779566.1		Nasonia vitripennis (Parasitic wasp)	854	Inferred from homology
S10	A0A7R7VLQ0		XP_043135523.1	KEX1	Aspergillus chevalieri (Eurotium chevalieri)	631	Inferred from homology
S10	A0A7R7XY36		XP_041561239.1		Aspergillus puulaauensis	559	Inferred from homology
S10	A0A7R9LB22				Oppiella nova	1250	Inferred from homology
S10	A0A899FYD2				Pneumocystis wakefieldiae	912	Inferred from homology
S10	A0A8E5HWW3		XP_043000778.1		Ustilaginoidea virens (Rice false smut fungus) (Villosiclava virens)	623	Inferred from homology
S10	A0A8H5GUK2				Tetrapyrgos nigripes	664	Inferred from homology
S10	A0A8H6ID58				Ephemerocybe angulata	642	Inferred from homology
S10	A0A8H7AAC4			KEX1	Endocarpon pusillum	636	Inferred from homology
S10	A0A8H7UMT4				Umbelopsis vinacea	664	Inferred from homology
S10	A0A8K0NES2			KEX1	Claviceps africana	630	Inferred from homology
S10	A0A8K0PGD6				Elsinoe batatas	620	Inferred from homology
S10	A0A8K0TT45				Plectosphaerella cucumerina	613	Inferred from homology
S10	A0A8S2AHX5				Arabidopsis arenosa (Sand rock-cress) (Cardaminopsis arenosa)	1895	Inferred from homology
S10	A0A8S9Y263				Apolygus lucorum (Small green plant bug) (Lygocoris lucorum)	1000	Inferred from homology
S10	A0A8X8YP65				Salvia splendens (Scarlet sage)	922	Inferred from homology
S28	Q9UHL4	S28.002;	NP_037511.2	DPP7	Homo sapiens (Human)	492	Evidence at protein level
S28	P42785	S28.001;	NP_001306143.1	PRCP	Homo sapiens (Human)	496	Evidence at protein level
S28	Q7TMR0	S28.001;	NP_082519.1	Prcp	Mus musculus (Mouse)	491	Evidence at protein level
S28	Q9EPB1	S28.002;	NP_114179.1	Dpp7	Rattus norvegicus (Rat)	500	Evidence at protein level
S28	Q9ET22	S28.002;	NP_114031.2	Dpp7	Mus musculus (Mouse)	506	Evidence at protein level
S28	Q9NQE7	S28.003;	NP_005856.1	PRSS16	Homo sapiens (Human)	514	Evidence at protein level
S28	Q1PF50	S28.A05;	NP_179399.5	EDA2	Arabidopsis thaliana (Mouse-ear cress)	489	Evidence at transcript level
S28	Q9QXE5	S28.003;	NP_062302.1	Prss16	Mus musculus (Mouse)	509	Evidence at transcript level
S28	Q2TA14	S28.001;	NP_001033253.1	PRCP	Bos taurus (Bovine)	499	Evidence at transcript level
S28	Q5RBU7	S28.001;	NP_001125428.1	PRCP	Pongo abelii (Sumatran orangutan) (Pongo pygmaeus abelii)	496	Evidence at transcript level
S28	P90893	S28.A14;	NP_001294837.1		Caenorhabditis elegans	540	Evidence at protein level
S28	P34676	S28.A21;	NP_001367399.1	pcp-5	Caenorhabditis elegans	507	Evidence at protein level
